Time,Transaction ID,Description,Product,Payment method,Status,Amount
"Dec 5, 2023, 3:08 AM",PDS.7546-3804-6616-55667,Developer Registration Fee,Google Play Apps,"Visa •••• 9201,Visa •••• 5816",Refunded,USD 0.00
